ID,Name,Start_Date,End_Date,Price_Model,Total_Limit_Salesforce,Campaign_Delivery_Status,Daily_Limit,Total_Limit,Impressions,CVVs,%Delivered,VCR,Vlook_up,Account_Manager,Placement_IDs,Analyst,Booked_Limit
299502,ACCS - GroupM CZ - Mentos - Jun5 - Jun30,05/06/2025,06/30/2025,CPCV,,Delivered in Full,"100,000","700,000","739,458","700,391",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299377,ACME - Kelloggs Egypt - May16 - May31,05/15/2025,06/30/2025,CPCV,,Not Delivered in Full,"9,000","481,651","533,185","480,328",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299426,ACME - Himalaya Wellness Company - KSA - May14 - June30,05/26/2025,06/30/2025,CPCV,,Not Delivered in Full,"12,000","570,000","647,456","569,602",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299427,ACME - Himalaya Wellness Company - UAE - May14 - June30,05/26/2025,06/30/2025,CPCV,"1,086,956",Delivered in Full,"70,000","500,000","551,301","501,662",1,,,Not Found,Not Found,Not Found,Not Found
299432,ACRO - McDonalds Super Combo - May22 - Jun15,05/27/2025,06/30/2025,CPCV,,Not Delivered in Full,"65,000","525,000","555,626","510,413",1,,,Not Found,Not Found,Not Found,Not Found
299432,ACRO - McDonalds Super Combo - May22 - Jun15,05/27/2025,06/30/2025,CPM,,Not Delivered in Full,"10,000","10,000","3,534","3,152",0,,,Not Found,Not Found,Not Found,Not Found
299433,ACTR - EssenceMediacom TR - Coca Cola TR - Jun1 - Jun30,05/31/2025,06/30/2025,CPCV,,Not Delivered in Full,"55,000","1,560,000","1,643,951","1,559,169",1,,,Not Found,Not Found,Not Found,Not Found
299458,ACGR - Axe - Kenobi - May29 - Jun15,05/28/2025,06/30/2025,CPCV,,Not Delivered in Full,"7,576","262,500","283,180","262,264",1,,,Not Found,Not Found,Not Found,Not Found
299462,ACTR - EssenceMediacom TR - Audi TR - A6 E-tron - Jun16 - Jun30,06/15/2025,06/30/2025,CPCV,,Not Delivered in Full,"27,000","350,000","389,272","349,449",1,,,Not Found,Not Found,Not Found,Not Found
299463,ACME - Egypt EMEA_Edita food - May29 - June30,05/30/2025,06/30/2025,CPCV,,Delivered in Full,"10,000","226,000","258,281","227,632",1,,,Not Found,Not Found,Not Found,Not Found
299467,ACRO - Pepsico - OMD - May23 - Jun30,05/30/2025,06/30/2025,CPCV,,Not Delivered in Full,"10,500","320,000","343,375","319,808",1,,,Not Found,Not Found,Not Found,Not Found
299476,ACTR - EssenceMediacom TR - Audi TR - A6 E-tron - Jun2 - Jun30,01/06/2025,06/30/2025,CPCV,,Not Delivered in Full,"26,000","700,000","780,207","699,503",1,,,Not Found,Not Found,Not Found,Not Found
299477,ACTR - Speed Medya TR - Bim TR - Jun11 - Jun30,10/06/2025,06/30/2025,CPCV,,Not Delivered in Full,"63,636","1,145,454","470,759","435,247",0,,,Not Found,Not Found,Not Found,Not Found
299481,ACTR - Native Media TR - Mavi Jeans TR - Kartus - Jun2 - Jun30,01/06/2025,06/30/2025,CPCV,,Not Delivered in Full,"10,234","276,316","302,460","276,108",1,,,Not Found,Not Found,Not Found,Not Found
299482,ACGR - Axe - Kenobi - May29 - Jun15 - BLS,05/28/2025,06/30/2025,CPM,,Not Delivered in Full,"2,000","50,000","42,132","36,457",1,,,Not Found,Not Found,Not Found,Not Found
299486,ACTR - Castrol - Power1 - Jun3 - Jun30,02/06/2025,06/30/2025,CPCV,,Not Delivered in Full,"50,000","828,948","923,205","828,270",1,,,Not Found,Not Found,Not Found,Not Found
299491,ACME - Egypt EMEA_Spotify EGY - June3 - June30,04/06/2025,06/30/2025,CPCV,,Not Delivered in Full,"18,000","470,000","549,273","469,646",1,,,Not Found,Not Found,Not Found,Not Found
299495,ACTR - Forward Media TR - Pluxee - Jun4 - Jun30,03/06/2025,06/30/2025,CPCV,,Not Delivered in Full,"28,636","716,000","760,897","715,456",1,,,Not Found,Not Found,Not Found,Not Found
299509,ACTR - Initiative TR - ING Bank TR - Jun10 - Jun30,09/06/2025,06/30/2025,CPCV,,Not Delivered in Full,"37,500","716,000","775,022","715,283",1,,,Not Found,Not Found,Not Found,Not Found
299526,ACTR - EssenceMediacom TR - Audi TR - A6 E-tron - Jun16 - Jun30 - Free,06/15/2025,06/30/2025,CPCV,,Not Delivered in Full,"5,500","70,000","77,727","69,884",1,,,Not Found,Not Found,Not Found,Not Found
299527,ACME - Himalaya Wellness Company - UAE - May14 - June30 - BLS,06/17/2025,06/30/2025,CPCV,,Not Delivered in Full,"2,800","50,000","9,857","9,601",0,,,Not Found,Not Found,Not Found,Not Found
299530,ACME - Himalaya Wellness Company - KSA - May14 - June30 - BLS,06/17/2025,06/30/2025,CPCV,,Not Delivered in Full,"2,800","50,000","10,649","9,598",0,,,Not Found,Not Found,Not Found,Not Found
299546,ACME - Himalaya Wellness Company - KSA - May14 - June30 - Added Value,06/19/2025,06/30/2025,CPCV,,Delivered in Full,"10,000","113,000","124,086","113,483",1,,,Not Found,Not Found,Not Found,Not Found
299570,ACTR - Dimes TR - Dimesclub - Jun23 - Jun30,06/22/2025,06/30/2025,CPCV,,Not Delivered in Full,"800,000","6,350,000","2,750,118","2,417,590",0,,,Not Found,Not Found,Not Found,Not Found
299577,ACHU - AXE Kenobi - Jun24 - Jun30,06/23/2025,06/30/2025,CPCV,,Delivered in Full,"357,000","357,000","371,891","357,597",1,,,Not Found,Not Found,Not Found,Not Found
299579,ACTR - Opet - UTTS - Jun24 - Jun30,06/23/2025,06/30/2025,CPCV,,Not Delivered in Full,"250,000","1,750,000","1,980,390","1,748,874",1,,,Not Found,Not Found,Not Found,Not Found
299547,ACME - Himalaya Wellness Company - UAE - May14 - June30 -  Added Value,06/19/2025,06/30/2025,CPCV,,Not Delivered in Full,"9,000","99,000","105,830","98,890",1,,,Not Found,Not Found,Not Found,Not Found
299561,ACME - OMD Egypt EMEA_Biskrem EGY - June17 - June30,06/19/2025,06/30/2025,CPCV,,Delivered in Full,"30,000","331,000","362,488","334,377",1,,,Not Found,Not Found,Not Found,Not Found
299364,ACCS - Wavemaker SK - Plzensky Prazdroj SK - May13 - Jun29,05/13/2025,06/29/2025,CPCV,,Not Delivered in Full,"4,500","205,883","219,754","205,430",1,,,Not Found,Not Found,Not Found,Not Found
299396,ACBG - Schweppes Fizz It Up - May19 - Jun29,05/20/2025,06/29/2025,CPCV,,Not Delivered in Full,"8,000","164,289","176,506","161,480",1,,,Not Found,Not Found,Not Found,Not Found
299468,ACBG - Ferratum - Broks Vision - May30 - Jun29,05/30/2025,06/29/2025,CPCV,,Not Delivered in Full,"60,000","525,000","570,756","515,032",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299550,ACBG - F1 - Alexandra Films - Jun18 - Jun29,06/19/2025,06/29/2025,CPCV,,Delivered in Full,"40,000","105,000","120,537","106,986",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299596,ACTR - Speed Medya TR - Bim TR - Jun28 - Jun29,06/27/2025,06/29/2025,CPCV,,Not Delivered in Full,"715,909","715,909","1,375,762","709,944",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299422,ACSR -  OMD SRB - Pepsico Chipsy - May23 - June28,05/23/2025,06/28/2025,CPCV,,Not Delivered in Full,"1,000","390,000","427,959","389,763",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299425,ACSR -  Pepsi Co_Chipsy_NCP_SRB - May20 - June28,05/26/2025,06/28/2025,CPCV,,Delivered in Full,"25,000","565,000","622,645","568,051",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299514,ACTR - Adinteraction TR - BTC Turk TR - Gamefest - Jun12 - Jun30,11/06/2025,06/26/2025,CPCV,,Not Delivered in Full,"66,578","716,000","772,725","715,380",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299583,ACTR - Speed Medya TR - Bim TR - Jun25 - Jun26,06/24/2025,06/26/2025,CPCV,,Delivered in Full,"450,000","715,909","780,166","722,442",1.01,,#N/A,Not Found,Not Found,Not Found,Not Found
299480,ACUK - Disney The Bear S4 25 Q2 - Jun19 - Jul06 - Phase 1,06/18/2025,06/25/2025,CPM,2281250,Not Delivered in Full,0,"1,483,576","1,420,289","1,354,294",0.96,,#N/A,Not Found,Not Found,Not Found,Not Found
299492,ACUK - Disney The Bear S4 25 Q2 - Jun19 - Jul06 - Phase 2,06/22/2025,06/25/2025,CPM,"989,130",Not Delivered in Full,"312,044","936,132","733,754","702,139",0.78,,#N/A,Not Found,Not Found,Not Found,Not Found
299272,ACTR - Nestle - Nesquik - Apr14 - Jun24,04/23/2025,06/24/2025,CPCV,"526,316",Not Delivered in Full,"10,926","677,419","712,114","677,102",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299455,ACGR - Knorr - Snack 25 - Jun1 - Jun23,05/31/2025,06/23/2025,CPCV,"454,545",Not Delivered in Full,"7,955","175,000","187,965","174,908",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299360,ACTR - Zoom Iletisim TR - Hopi TR - Hopi 10. Yil - May12 - Jun22,11/05/2025,06/22/2025,CPCV,"1,388,889",Not Delivered in Full,"56,000","1,270,000","1,169,483","1,057,835",0.83,,,Not Found,Not Found,Not Found,Not Found
299490,ACTR - Opet - OpetPay - Jun1 - Jun30,03/06/2025,06/22/2025,CPCV,,Not Delivered in Full,"56,031","715,909","767,444","714,183",1,,,Not Found,Not Found,Not Found,Not Found
299564,ACTR - Speed Medya TR - Bim TR - Jun21 - Jun22,06/21/2025,06/22/2025,CPCV,,Delivered in Full,"400,000","716,000","771,716","718,275",1,,,Not Found,Not Found,Not Found,Not Found
299565,ACTR - CSA - Haziran - Jun20 - Jun22,06/19/2025,06/22/2025,CPCV,,Delivered in Full,"100,000","210,000","228,290","210,262",1,,,Not Found,Not Found,Not Found,Not Found
299428,ACCS - GroupM CZ - L'oreal CZ - Hydra - May26 - Jun21,05/26/2025,06/21/2025,CPCV,,Not Delivered in Full,"35,000","1,280,000","1,372,734","1,279,712",1,,,Not Found,Not Found,Not Found,Not Found
299529,ACTR - Speed Medya TR - Bim TR - Jun18 - Jun19,06/18/2025,06/19/2025,CPCV,,Not Delivered in Full,"400,000","716,000","770,739","715,671",1,,,Not Found,Not Found,Not Found,Not Found
299356,ACUK - Three Mobile - S25 Launch - May 25,11/05/2025,06/16/2025,CPM,,Not Delivered in Full,"150,000","1,407,476","1,407,467","1,286,843",1,,,Not Found,Not Found,Not Found,Not Found
299456,ACSR - McDonald's SRB_Squishmellows - May28 - June15,05/29/2025,06/16/2025,CPCV,,Delivered in Full,"120,000","201,000","224,038","208,590",1.04,,,Not Found,Not Found,Not Found,Not Found
299461,ACTR - HM - Summer - Jun1 - Jun16,01/06/2025,06/16/2025,CPCV,,Delivered in Full,"69,079","1,105,264","1,176,696","1,105,450",1,,,Not Found,Not Found,Not Found,Not Found
299413,ACME - Danone MOR - May5 - June15,05/22/2025,06/15/2025,CPCV,,Delivered in Full,"35,000","893,000","990,168","894,490",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299416,ACSR - L'Oreal SRB - CeraVe CRO - May20 - June15,05/23/2025,06/15/2025,CPCV,,Delivered in Full,"30,000","192,000","204,589","195,089",1.02,,#N/A,Not Found,Not Found,Not Found,Not Found
299421,ACSR - L'Oreal SRB - CeraVe BA - May20 - June15,05/23/2025,06/15/2025,CPCV,,Delivered in Full,"30,000","192,000","202,715","194,639",1.01,,#N/A,Not Found,Not Found,Not Found,Not Found
299454,ACSR - L'Oreal SRB_CeraVe SRB - May28 - June15,05/29/2025,06/15/2025,CPCV,,Delivered in Full,"60,000","220,000","250,644","230,725",1.05,,#N/A,Not Found,Not Found,Not Found,Not Found
299325,ACLAUS - McDonalds - McCrispy - May5 - June15,04/05/2025,06/15/2025,CPM,"466,667",Not Delivered in Full,"170,000","7,500,210","7,319,083","6,958,408",0.98,,,Not Found,Not Found,Not Found,Not Found
299354,ACLAUS - Amazon - May12 - June15,12/05/2025,06/15/2025,CPM,,Not Delivered in Full,"111,000","3,765,000","3,674,886","3,385,962",0.98,,,Not Found,Not Found,Not Found,Not Found
299417,ACSR - L'Oreal SRB - CeraVe BG - May20 - June15,05/23/2025,06/15/2025,CPCV,,Not Delivered in Full,"10,000","193,000","204,425","192,187",1,,,Not Found,Not Found,Not Found,Not Found
299521,ACTR - Speed Medya TR - Bim TR - Jun14 - Jun15,06/14/2025,06/15/2025,CPCV,,Delivered in Full,"400,000","716,000","781,112","725,151",1.01,,,Not Found,Not Found,Not Found,Not Found
299522,ACTR - CSA - Haziran - Jun13 - Jun15,12/06/2025,06/15/2025,CPCV,,Delivered in Full,"70,000","210,000","223,821","210,211",1,,,Not Found,Not Found,Not Found,Not Found
299510,ACTR - Speed Medya TR - Bim TR - Jun11 - Jun12,11/06/2025,12/06/2025,CPCV,,Delivered in Full,"400,000","716,000","765,790","718,090",1,,,Not Found,Not Found,Not Found,Not Found
299429,ACSR - WMG Bambi SRB - May22 - June11,05/27/2025,11/06/2025,CPCV,,Delivered in Full,"50,000","201,000","228,313","204,825",1.02,,,Not Found,Not Found,Not Found,Not Found
299367,ACBG - Devin Bublz - Universal Media - May12 - Jun11,05/14/2025,11/06/2025,CPCV,,Not Delivered in Full,"3,000","250,000","266,805","248,872",1,,,Not Found,Not Found,Not Found,Not Found
299178,ACSR - Doritos Q2 SRB - Mar31 - June10,03/04/2025,10/06/2025,CPCV,,Not Delivered in Full,"3,800","380,000","410,177","374,153",0.98,,,Sesil Kaprilyan,C-001955,DT,369999
299198,ACSR -  Doritos BA - Apr1 - June10,04/04/2025,10/06/2025,CPCV,,Not Delivered in Full,"30,000","230,000","249,926","227,002",0.99,,,Sesil Kaprilyan,C-001956,DT,222665
299399,ACSR - L'Oreal SRB - Anthelios - May17 - June10,05/21/2025,10/06/2025,CPCV,,Delivered in Full,"12,000","192,000","204,022","192,351",1,,,Sesil Kaprilyan,C-002242,DT,190000
299404,ACSR - L'Oreal SRB - Anthelios BA - May17 - June10,05/21/2025,10/06/2025,CPCV,,Delivered in Full,"9,000","191,000","207,386","191,027",1,,,Sesil Kaprilyan,C-002242,DT,190000
299420,ACSR - L'Oreal SRB - Anthelios CRO - May17 - June10,05/23/2025,10/06/2025,CPCV,,Delivered in Full,"10,000","191,000","210,649","192,086",1.01,,,Sesil Kaprilyan,C-002243,DT,190000
299361,ACTR - Ford - Tourneo Courier - May13 - Jun10,12/05/2025,10/06/2025,CPCV,,Not Delivered in Full,"20,584","1,028,948","1,171,062","1,028,517",1,,,Gencay Evren,C-002161,DT,789474
299402,ACSR - L'Oreal SRB - Anthelios BG - May17 - June10,05/21/2025,10/06/2025,CPCV,,Delivered in Full,"9,000","192,000","205,808","192,142",1,,,Sesil Kaprilyan,C-002241,DT,190000
299457,ACTR - Speed Medya TR - Bim TR - Jun1 - Jun10,01/06/2025,10/06/2025,CPCV,,Delivered in Full,"90,000","860,000","934,741","860,360",1,,,Gencay Evren,C-002354,DT,819047
299419,ACRO - Intersnack - Chio Core New Equity - May23 - Jun9,05/23/2025,09/06/2025,CPCV,,Not Delivered in Full,"13,000","216,000","221,527","210,706",0.98,,,Not Found,Not Found,Not Found,Not Found
299501,ACTR - Speed Medya TR - Bim TR - Jun8 - Jun9,07/06/2025,09/06/2025,CPCV,,Delivered in Full,"400,000","716,000","771,857","717,876",1,,,Not Found,Not Found,Not Found,Not Found
299388,ACUK - Taco Bell - Vinted - 19May-6Jun - Taco Bell,05/18/2025,08/06/2025,CPM,,Not Delivered in Full,"120,000","3,678,486","3,366,908",0,0.92,,,Not Found,Not Found,Not Found,Not Found
299375,ACSR - Deichmann - Media House - May19 - June8,05/19/2025,08/06/2025,CPCV,,Delivered in Full,"50,000","205,000","235,356","206,460",1.01,,,Not Found,Not Found,Not Found,Not Found
299394,ACCS - Mindshare SK - Unilever - Hellmans - May20 - Jun8,05/20/2025,08/06/2025,CPCV,,Delivered in Full,"60,000","352,941","383,650","354,187",1,,,Not Found,Not Found,Not Found,Not Found
299398,ACSR -  Neptun MK - May19 - June8,05/21/2025,08/06/2025,CPCV,,Delivered in Full,"15,000","205,000","218,570","205,192",1,,,Not Found,Not Found,Not Found,Not Found
299327,ACTR - EssenceMedia - BigBabol - May5 - May31,04/05/2025,08/06/2025,CPCV,,Not Delivered in Full,"25,000","582,272","590,024","558,764",0.96,,,Not Found,Not Found,Not Found,Not Found
299464,ACME - AddBloom_Empire Entertainment - KSA - May27 - June8,05/30/2025,08/06/2025,CPCV,,Delivered in Full,"10,000","190,000","213,135","190,372",1,,,Not Found,Not Found,Not Found,Not Found
299465,ACME - AddBloom_Empire Entertainment - UAE - May27 - June8,05/30/2025,08/06/2025,CPCV,,Delivered in Full,"70,000","228,000","245,387","228,322",1,,,Not Found,Not Found,Not Found,Not Found
299498,ACRO - Banca Transilvania - Jun4 - Jun6,04/06/2025,06/06/2025,CPCV,,Not Delivered in Full,"200,000","337,500","368,018","331,063",0.98,,,Not Found,Not Found,Not Found,Not Found
299487,ACME - Danone - Morocco - May21 - Jun5,03/06/2025,05/06/2025,CPCV,,Delivered in Full,"250,000","440,000","524,096","444,252",1.01,,,Not Found,Not Found,Not Found,Not Found
299322,ACCS - Dentsu CZ - Fortuna CZ - May2 - May31,02/05/2025,02/06/2025,CPCV,,Not Delivered in Full,"40,000","1,400,000","1,523,117","1,372,211",0.98,,,Not Found,Not Found,Not Found,Not Found
299373,ACRO - Intersnack Pombar - May14 - Jun2,05/15/2025,02/06/2025,CPCV,,Not Delivered in Full,"12,000","210,000","212,197","201,417",0.96,,,Not Found,Not Found,Not Found,Not Found
299469,ACTR - Speed Medya TR - Bim TR - Jun1 - Jun2,01/06/2025,02/06/2025,CPCV,,Delivered in Full,"400,000","716,000","769,871","718,439",1,,,Not Found,Not Found,Not Found,Not Found
299470,ACTR - Speed Medya TR - Bim TR - Karma - Jun1 - Jun2,01/06/2025,02/06/2025,CPCV,,Delivered in Full,"400,000","716,000","767,866","718,203",1,,,Not Found,Not Found,Not Found,Not Found
299230,ACSR - OMD - Voda Voda SRB - Apr9 - May31,11/04/2025,05/31/2025,CPCV,,Not Delivered in Full,"4,400","202,000","228,331","201,045",1,,,Not Found,Not Found,Not Found,Not Found
299395,ACCS - Digiline - ZSE Energia - May20 - May31,05/20/2025,05/31/2025,CPCV,,Delivered in Full,"26,250","262,500","288,954","262,643",1,,,Not Found,Not Found,Not Found,Not Found
299271,ACGR - OMD - PepsiCo - Electric - Apr24 - May31,04/23/2025,05/31/2025,CPCV,,Not Delivered in Full,"4,730","175,000","184,336","174,970",1,,,Not Found,Not Found,Not Found,Not Found
299285,ACTR - Arcelik - 70Yil - Apr25 - May31,04/24/2025,05/31/2025,CPCV,,Not Delivered in Full,"14,936","552,632","586,545","552,470",1,,,Not Found,Not Found,Not Found,Not Found
299334,ACRO - OMD PepsiCo - Doritos - May1 - May31,06/05/2025,05/31/2025,CPCV,,Delivered in Full,"35,000","780,000","849,535","780,050",1,,,Not Found,Not Found,Not Found,Not Found
299393,ACTR - HM - Summer - May20 - May31,05/19/2025,05/31/2025,CPCV,,Delivered in Full,"202,811","1,105,264","1,199,783","1,112,023",1.01,,,Not Found,Not Found,Not Found,Not Found
299407,ACME - Beko- EGY- May15 - May31,05/21/2025,05/31/2025,CPCV,,Delivered in Full,"25,000","223,000","265,283","226,467",1.02,,,Not Found,Not Found,Not Found,Not Found
299411,ACTR - EssenceMediacom TR - Coca Cola TR - May22 - May30,05/21/2025,05/31/2025,CPCV,,Delivered in Full,"20,000","500,000","530,581","501,396",1,,,Not Found,Not Found,Not Found,Not Found
299450,ACTR - Speed Medya TR - Bim TR - May28 - May31,05/27/2025,05/31/2025,CPCV,,Delivered in Full,"230,000","859,091","932,074","860,289",1,,,Not Found,Not Found,Not Found,Not Found
299363,ACSR -  Iute Macedonia - May7 - June30,05/13/2025,05/30/2025,CPCV,,Not Delivered in Full,"35,000","205,000","225,930","204,780",1,,,Not Found,Not Found,Not Found,Not Found
299434,ACTR - Speed Medya TR - Bim TR - May27 - May29,05/26/2025,05/29/2025,CPCV,,Delivered in Full,"30,000","755,909","832,528","757,520",1,,,Not Found,Not Found,Not Found,Not Found
299357,ACME - Arab United Bank - EGY May6 - May25,12/05/2025,05/25/2025,CPCV,,Not Delivered in Full,"25,000","352,000","421,736","351,289",1,,,Not Found,Not Found,Not Found,Not Found
299401,ACTR - Speed Medya TR - Bim TR - May21 - May25,05/20/2025,05/25/2025,CPCV,,Delivered in Full,"200,000","954,546","1,020,178","955,572",1,,,Not Found,Not Found,Not Found,Not Found
299418,ACTR - CSA - Mayis - May23 - May25,05/22/2025,05/25/2025,CPCV,,Delivered in Full,"200,000","310,000","343,603","321,790",1.04,,,Not Found,Not Found,Not Found,Not Found
299423,ACTR - Speed Medya TR - Bim TR - May24 - May25,05/23/2025,05/25/2025,CPCV,,Delivered in Full,"400,000","715,909","781,192","717,819",1,,,Not Found,Not Found,Not Found,Not Found
299400,ACTR - Speed Medya TR - Bim TR - May21 - May22,05/20/2025,05/22/2025,CPCV,,Delivered in Full,"700,000","1,193,000","1,301,218","1,208,192",1.01,,,Not Found,Not Found,Not Found,Not Found
299124,ACSR - KB Online Potrosuvacki - Mar23 - May21,03/23/2025,05/21/2025,CPCV,,Delivered in Full,"8,000","188,000","214,862","188,010",1,,,Not Found,Not Found,Not Found,Not Found
299326,ACME - Pepsico Egypt - Apr29 - May20,05/05/2025,05/20/2025,CPCV,,Delivered in Full,"30,000","236,250","267,279","237,029",1,,,Not Found,Not Found,Not Found,Not Found
299350,ACTR - Zynga - Okey101 - May9 - May20,08/05/2025,05/20/2025,CPCV,,Delivered in Full,"73,043","1,680,000","1,954,357","1,680,404",1,,,Not Found,Not Found,Not Found,Not Found
299358,ACTR - MindLook TR - Istanbul Medya - IstanbulKart Mayis - May9 - May15,11/05/2025,05/20/2025,CPCV,,Delivered in Full,"100,000","390,000","462,897","391,532",1,,,Not Found,Not Found,Not Found,Not Found
299320,ACUK - WB Pics - Final Destination,04/05/2025,05/18/2025,CPCV,,Not Delivered in Full,"35,000","800,000","700,689","613,610",0.77,,,Not Found,Not Found,Not Found,Not Found
299273,ACTR - Vivaki TR - Disney+ TR - Kalender Pide - Apr24 - May18,04/23/2025,05/18/2025,CPCV,,Not Delivered in Full,"14,416","331,578","363,912","331,468",1,,,Not Found,Not Found,Not Found,Not Found
299359,ACBE - Randstad - Healthcare & Aviation - May12 - May18,11/05/2025,05/18/2025,CPCV,,Delivered in Full,"5,500","373,250","396,279","373,300",1,,,Not Found,Not Found,Not Found,Not Found
299205,ACBE - SpaceFwd - Combell - WebsiteBuilder - Mar7 - May16,06/04/2025,05/16/2025,CPCV,,Delivered in Full,"30,000","696,429","749,430","696,760",1,,,Not Found,Not Found,Not Found,Not Found
299370,ACTR - Speed Medya TR - Bim TR - May14 - May15,05/13/2025,05/15/2025,CPCV,,Delivered in Full,"700,000","1,193,182","1,296,749","1,197,409",1,,,Not Found,Not Found,Not Found,Not Found
299299,ACTR - Turkcell - Zeka Gucu - May1 - May13,01/05/2025,05/13/2025,CPCV,,Not Delivered in Full,"17,004","221,052","280,880","220,937",1,,,Not Found,Not Found,Not Found,Not Found
299352,ACTR - Ingage TR - Arcelik TR - Anneler Gunu - Apr10 - May11,09/05/2025,11/05/2025,CPCV,,Delivered in Full,"300,000","442,106","523,357","445,094",1.01,,,Not Found,Not Found,Not Found,Not Found
299353,ACTR - Speed Medya TR - Bim TR - May10 - May11,09/05/2025,11/05/2025,CPCV,,Delivered in Full,"400,000","716,000","789,407","725,019",1.01,,,Not Found,Not Found,Not Found,Not Found
299337,ACTR - Speed Medya TR - Bim TR - May7 - May8,06/05/2025,08/05/2025,CPCV,,Delivered in Full,"650,000","955,000","1,051,464","967,667",1.01,,,Not Found,Not Found,Not Found,Not Found
299179,ACUK - Publicis UK - L'Oreal RVL - Apr7 - May7,06/04/2025,07/05/2025,CPM,,Not Delivered in Full,0,"2,498,981","2,481,256","2,298,768",0.99,,,Not Found,Not Found,Not Found,Not Found
299297,ACRO - ReckBenckiser - Durex - Flight II - Apr23 - Apr30,04/29/2025,05/05/2025,CPCV,,Not Delivered in Full,"42,000","620,000","517,763","483,210",0.78,,,Not Found,Not Found,Not Found,Not Found
299241,ACBE - SpaceFwd - Tempo - Team BE - Apr14 - May5,04/13/2025,05/05/2025,CPCV,,Delivered in Full,"8,033","176,734","183,545","176,799",1,,,Not Found,Not Found,Not Found,Not Found
299323,ACTR - Speed Medya TR - Bim TR - May3 - May4,02/05/2025,04/05/2025,CPCV,,Delivered in Full,"400,000","716,000","771,134","717,874",1,,,Not Found,Not Found,Not Found,Not Found
299201,Dentsu Aegis UK EMEA_Co-op UK_Aldi Price Match - Apr4 - Apr30,03/04/2025,04/30/2025,CPCV,,Not Delivered in Full,"14,797","443,073","424,783","410,123",0.93,,,Not Found,Not Found,Not Found,Not Found
299202,Dentsu Aegis UK EMEA_Co-op UK_Aldi Price Match - Apr4 - Apr30 - Added Value,06/04/2025,04/30/2025,CPCV,,Not Delivered in Full,"2,080","45,000","45,818","44,340",0.99,,,Not Found,Not Found,Not Found,Not Found
299200,ACRO - PepsiCo Star - Apr4 - Apr30,04/04/2025,04/30/2025,CPCV,,Delivered in Full,"30,000","700,000","764,375","700,224",1,,,Not Found,Not Found,Not Found,Not Found
299247,ACRO - ReckBenckiser Gaviscon - Apr1 - Apr30 Copy,04/14/2025,04/30/2025,CPCV,,Delivered in Full,"120,000","800,000","847,522","800,316",1,,,Not Found,Not Found,Not Found,Not Found
299248,ACRO - PepsiCo Star - Apr4 - Apr30 AV,04/04/2025,04/30/2025,CPCV,,Delivered in Full,650,"10,500","11,507","10,500",1,,,Not Found,Not Found,Not Found,Not Found
298978,ACTR - PHD TR - Knorr TR - Cabuk Corba Twist - Feb21 - Feb28,02/20/2025,04/30/2025,CPCV,,Not Delivered in Full,"25,000","954,546","1,017,424","954,205",1,,,Not Found,Not Found,Not Found,Not Found
299161,ACTR - Universal McCann TR - H&M - Spring - Apr1 - Apr30,03/31/2025,04/30/2025,CPCV,,Delivered in Full,"37,092","1,038,587","1,106,889","1,038,691",1,,,Not Found,Not Found,Not Found,Not Found
299212,ACRO - PepsiCo Star - Apr4 - Apr30 - BLS,08/04/2025,04/30/2025,CPCV,,Not Delivered in Full,"2,174","50,000","43,436","40,999",0.82,,,Not Found,Not Found,Not Found,Not Found
299234,ACTR - Ford Trucks TR - Global Export - Apr11 - Apr30 - Germany,10/04/2025,04/30/2025,CPCV,,Delivered in Full,"35,000","700,000","747,754","700,129",1,,,Not Found,Not Found,Not Found,Not Found
299235,ACTR - Ford Trucks TR - Global Export - Apr11 - Apr30 - France,10/04/2025,04/30/2025,CPCV,,Delivered in Full,"32,308","646,154","707,690","646,332",1,,,Not Found,Not Found,Not Found,Not Found
299236,ACTR - Ford Trucks TR - Global Export - Apr11 - Apr30,10/04/2025,04/30/2025,CPCV,,Delivered in Full,"28,304","572,728","650,974","572,835",1,,,Not Found,Not Found,Not Found,Not Found
299237,ACTR - Ford Trucks TR - Gen2 TR - Apr11 - Apr30 - Ford Trucks TR,10/04/2025,04/30/2025,CPCV,,Delivered in Full,"102,439","2,048,781","2,259,087","2,049,285",1,,,Not Found,Not Found,Not Found,Not Found
299251,ACTR - Rinso TR - Rinso Toz - Apr11 - Apr30,04/15/2025,04/30/2025,CPCV,,Delivered in Full,"36,842","552,632","579,365","553,680",1,,,Not Found,Not Found,Not Found,Not Found
299264,ACTR - Skala Medya TR - Golf TR - Roko - Apr22 - Apr30,04/21/2025,04/30/2025,CPCV,,Not Delivered in Full,"79,000","553,000","175,549","160,232",0.29,,,Not Found,Not Found,Not Found,Not Found
